2013/December/04;1
2013/December/10;1
2013/December/12;1
2013/December/19;1
2013/December/21;1
2013/December/23;1
2013/December/27;1
2013/December/28;1
2013/December/29;1
2013/November/13;1
2013/November/17;3
2013/November/19;1
2013/November/20;2
2013/November/21;1
2013/November/29;1
2014/April/04;1
2014/April/09;1
2014/April/10;3
2014/April/16;1
2014/April/17;1
2014/April/19;1
2014/April/23;1
2014/April/26;1
2014/April/28;2
2014/August/07;1
2014/August/08;1
2014/August/15;1
2014/August/21;1
2014/August/23;1
2014/August/24;1
2014/August/25;2
2014/August/28;1
2014/August/29;1
2014/December/04;1
2014/December/05;1
2014/December/07;2
2014/December/08;1
2014/December/10;2
2014/December/14;1
2014/December/15;1
2014/December/18;1
2014/December/19;1
2014/December/25;1
2014/December/27;1
2014/December/30;1
2014/February/02;2
2014/February/03;1
2014/February/06;3
2014/February/07;1
2014/February/12;1
2014/February/16;1
2014/February/17;1
2014/February/20;1
2014/February/23;1
2014/February/24;1
2014/January/01;3
2014/January/04;1
2014/January/08;1
2014/January/09;2
2014/January/17;1
2014/January/21;1
2014/January/22;1
2014/January/23;1
2014/January/28;1
2014/January/29;1
2014/July/04;1
2014/July/06;1
2014/July/11;1
2014/July/13;2
2014/July/15;1
2014/July/23;1
2014/July/24;1
2014/July/25;1
2014/July/27;1
2014/July/28;1
2014/June/01;1
2014/June/04;2
2014/June/05;1
2014/June/12;1
2014/June/19;1
2014/June/23;1
2014/June/26;2
2014/March/03;1
2014/March/04;1
2014/March/05;1
2014/March/06;1
2014/March/11;1
2014/March/19;2
2014/March/20;1
2014/March/21;3
2014/March/24;1
2014/March/25;1
2014/March/26;1
2014/March/29;1
2014/May/12;1
2014/May/16;1
2014/May/17;2
2014/May/18;1
2014/May/19;1
2014/May/20;1
2014/May/21;1
2014/May/22;1
2014/May/25;1
2014/May/30;1
2014/November/02;2
2014/November/05;1
2014/November/07;1
2014/November/09;1
2014/November/10;2
2014/November/11;1
2014/November/15;1
2014/November/16;1
2014/November/18;1
2014/November/20;2
2014/November/21;1
2014/November/22;2
2014/November/23;1
2014/November/28;1
2014/October/03;1
2014/October/04;1
2014/October/11;2
2014/October/12;1
2014/October/13;1
2014/October/15;1
2014/October/16;1
2014/October/18;1
2014/October/22;1
2014/October/24;2
2014/October/26;1
2014/October/28;3
2014/October/29;1
2014/October/30;2
2014/September/06;1
2014/September/09;2
2014/September/12;1
2014/September/15;1
2014/September/20;1
2014/September/21;1
2014/September/22;1
2014/September/23;1
2014/September/27;1
2014/September/28;1
2014/September/29;1
2015/April/05;1
2015/April/09;1
2015/April/11;1
2015/April/12;1
2015/April/17;1
2015/April/20;1
2015/April/23;1
2015/April/25;2
2015/August/02;1
2015/August/05;1
2015/August/10;1
2015/August/13;1
2015/August/16;1
2015/August/17;1
2015/August/19;1
2015/August/20;2
2015/August/21;1
2015/August/22;1
2015/August/25;2
2015/August/28;1
2015/December/01;1
2015/December/02;1
2015/December/04;1
2015/December/05;1
2015/December/06;1
2015/December/07;1
2015/December/08;1
2015/December/09;1
2015/December/11;1
2015/December/13;1
2015/December/14;1
2015/December/16;1
2015/December/17;1
2015/December/18;2
2015/December/19;1
2015/December/21;1
2015/December/24;1
2015/December/26;1
2015/December/28;1
2015/December/29;1
2015/December/30;2
2015/February/03;1
2015/February/04;1
2015/February/10;1
2015/February/11;1
2015/February/12;2
2015/February/13;1
2015/February/21;1
2015/February/25;2
2015/January/01;1
2015/January/04;1
2015/January/05;1
2015/January/08;1
2015/January/09;1
2015/January/10;1
2015/January/11;1
2015/January/12;1
2015/January/14;1
2015/January/16;2
2015/January/19;1
2015/January/20;1
2015/January/24;1
2015/January/26;1
2015/January/30;1
2015/July/01;1
2015/July/04;1
2015/July/08;1
2015/July/11;1
2015/July/17;1
2015/July/20;1
2015/July/21;1
2015/July/22;1
2015/July/26;2
2015/July/29;1
2015/July/31;1
2015/June/02;1
2015/June/03;1
2015/June/05;3
2015/June/09;1
2015/June/13;1
2015/June/17;1
2015/June/22;1
2015/June/23;2
2015/June/25;1
2015/June/28;1
2015/June/30;1
2015/March/01;1
2015/March/04;1
2015/March/08;1
2015/March/09;1
2015/March/10;1
2015/March/11;1
2015/March/13;2
2015/March/16;1
2015/March/21;1
2015/March/22;1
2015/March/25;1
2015/May/01;1
2015/May/04;1
2015/May/07;1
2015/May/10;1
2015/May/13;1
2015/May/14;1
2015/May/15;2
2015/May/17;1
2015/May/22;2
2015/May/30;1
2015/November/01;2
2015/November/06;1
2015/November/07;1
2015/November/10;1
2015/November/11;1
2015/November/14;3
2015/November/15;1
2015/November/16;2
2015/November/18;1
2015/November/19;1
2015/November/20;1
2015/November/21;1
2015/November/22;1
2015/November/25;1
2015/November/28;1
2015/November/30;1
2015/October/01;1
2015/October/05;1
2015/October/06;1
2015/October/10;1
2015/October/11;1
2015/October/15;1
2015/October/16;1
2015/October/19;3
2015/October/22;1
2015/October/24;1
2015/October/26;1
2015/October/28;2
2015/October/29;2
2015/September/01;1
2015/September/03;1
2015/September/06;1
2015/September/09;1
2015/September/11;1
2015/September/12;1
2015/September/17;1
2015/September/22;1
2015/September/24;2
2015/September/30;1
2016/April/02;1
2016/April/03;1
2016/April/06;2
2016/April/13;1
2016/April/18;1
2016/April/19;1
2016/April/20;2
2016/April/22;1
2016/April/24;1
2016/April/29;2
2016/April/30;1
2016/August/02;1
2016/August/03;1
2016/August/06;1
2016/August/10;1
2016/August/12;1
2016/August/13;1
2016/August/15;1
2016/August/16;1
2016/August/21;1
2016/August/22;2
2016/August/23;2
2016/August/24;3
2016/August/25;1
2016/August/26;1
2016/August/28;1
2016/August/30;1
2016/August/31;1
2016/December/09;1
2016/December/14;2
2016/December/17;1
2016/December/18;1
2016/December/21;2
2016/December/22;1
2016/December/25;1
2016/December/28;1
2016/December/31;1
2016/February/01;1
2016/February/02;1
2016/February/11;1
2016/February/13;1
2016/February/14;1
2016/February/15;1
2016/February/16;1
2016/February/18;1
2016/February/19;1
2016/February/20;1
2016/February/25;1
2016/January/07;1
2016/January/08;1
2016/January/10;2
2016/January/14;1
2016/January/15;1
2016/January/17;2
2016/January/20;1
2016/January/23;1
2016/July/01;1
2016/July/05;1
2016/July/07;1
2016/July/11;1
2016/July/13;1
2016/July/14;2
2016/July/15;1
2016/July/17;1
2016/July/23;1
2016/July/25;1
2016/July/27;1
2016/July/29;1
2016/June/02;1
2016/June/05;2
2016/June/07;1
2016/June/10;1
2016/June/12;2
2016/June/13;1
2016/June/14;1
2016/June/15;1
2016/June/16;1
2016/June/20;1
2016/June/25;1
2016/June/26;1
2016/June/27;1
2016/March/03;1
2016/March/08;1
2016/March/12;2
2016/March/13;1
2016/March/14;1
2016/March/15;1
2016/March/16;3
2016/March/17;1
2016/March/19;1
2016/March/31;2
2016/May/09;1
2016/May/14;1
2016/May/15;1
2016/May/16;1
2016/May/17;1
2016/May/24;1
2016/May/29;1
2016/November/08;2
2016/November/11;1
2016/November/12;1
2016/November/13;1
2016/November/16;1
2016/November/17;1
2016/November/18;1
2016/November/21;1
2016/November/23;1
2016/November/24;1
2016/November/25;1
2016/November/28;2
2016/October/02;1
2016/October/05;1
2016/October/07;1
2016/October/09;1
2016/October/11;1
2016/October/13;2
2016/October/14;1
2016/October/16;1
2016/October/18;1
2016/October/19;1
2016/October/20;1
2016/October/21;1
2016/October/22;1
2016/October/23;1
2016/October/24;1
2016/October/25;1
2016/October/26;1
2016/September/01;1
2016/September/02;3
2016/September/03;1
2016/September/08;1
2016/September/10;2
2016/September/13;1
2016/September/15;1
2016/September/19;1
2016/September/25;1
2016/September/27;2
2016/September/28;1
2017/April/04;1
2017/April/11;1
2017/April/13;1
2017/April/14;1
2017/April/15;1
2017/April/18;1
2017/April/24;1
2017/April/25;1
2017/April/26;1
2017/April/28;2
2017/August/01;1
2017/August/02;1
2017/August/05;1
2017/August/07;1
2017/August/08;1
2017/August/09;2
2017/August/12;1
2017/August/13;1
2017/August/15;1
2017/August/17;1
2017/August/28;1
2017/August/30;1
2017/August/31;1
2017/December/03;1
2017/December/04;1
2017/December/07;1
2017/December/09;1
2017/December/12;1
2017/December/15;1
2017/December/17;1
2017/December/18;2
2017/December/20;1
2017/December/21;2
2017/December/23;1
2017/December/27;1
2017/December/30;1
2017/December/31;1
2017/February/01;1
2017/February/02;1
2017/February/04;3
2017/February/06;1
2017/February/11;2
2017/February/13;1
2017/February/14;1
2017/February/15;1
2017/February/18;1
2017/February/21;1
2017/February/24;1
2017/February/27;1
2017/January/01;1
2017/January/09;1
2017/January/11;1
2017/January/13;1
2017/January/15;1
2017/January/16;1
2017/January/17;1
2017/January/20;1
2017/January/22;1
2017/January/23;1
2017/January/24;1
2017/January/26;2
2017/January/28;2
2017/January/30;1
2017/July/17;1
2017/July/21;1
2017/July/24;2
2017/July/29;1
2017/July/30;1
2017/June/04;1
2017/June/06;1
2017/June/10;2
2017/June/12;1
2017/June/14;1
2017/June/16;2
2017/June/17;2
2017/June/21;4
2017/June/22;2
2017/June/23;2
2017/June/28;1
2017/June/29;2
2017/June/30;1
2017/March/03;1
2017/March/09;2
2017/March/13;1
2017/March/15;1
2017/March/21;1
2017/March/27;2
2017/March/28;1
2017/March/31;1
2017/May/02;1
2017/May/03;1
2017/May/06;1
2017/May/07;1
2017/May/10;1
2017/May/12;1
2017/May/16;1
2017/May/17;1
2017/May/18;1
2017/May/19;1
2017/May/20;2
2017/May/21;1
2017/May/30;1
2017/November/02;1
2017/November/04;2
2017/November/06;1
2017/November/09;1
2017/November/14;1
2017/November/18;1
2017/November/20;1
2017/November/21;1
2017/November/26;1
2017/November/28;1
2017/October/02;2
2017/October/06;1
2017/October/10;1
2017/October/11;2
2017/October/19;1
2017/October/26;2
2017/October/27;1
2017/October/28;1
2017/October/31;1
2017/September/02;3
2017/September/06;1
2017/September/08;1
2017/September/11;3
2017/September/12;1
2017/September/13;1
2017/September/20;1
2017/September/23;1
2017/September/26;2
2017/September/27;1
2017/September/28;1
2018/April/04;1
2018/April/08;1
2018/April/09;1
2018/April/13;2
2018/April/14;1
2018/April/17;1
2018/April/26;2
2018/April/29;1
2018/August/04;1
2018/August/06;1
2018/August/07;1
2018/August/08;1
2018/August/13;1
2018/August/14;1
2018/August/19;1
2018/August/25;2
2018/August/27;2
2018/August/29;1
2018/August/30;2
2018/December/01;1
2018/December/02;1
2018/December/03;1
2018/December/09;1
2018/December/12;2
2018/December/16;1
2018/December/18;1
2018/December/19;1
2018/December/20;2
2018/December/31;1
2018/February/02;3
2018/February/04;3
2018/February/06;1
2018/February/09;1
2018/February/12;3
2018/February/16;1
2018/February/20;1
2018/February/22;1
2018/February/23;1
2018/February/25;1
2018/February/26;1
2018/February/28;1
2018/January/02;1
2018/January/03;2
2018/January/05;1
2018/January/07;2
2018/January/08;2
2018/January/09;2
2018/January/13;1
2018/January/15;1
2018/January/21;1
2018/January/22;1
2018/January/23;2
2018/January/24;1
2018/January/25;2
2018/July/01;1
2018/July/02;1
2018/July/05;1
2018/July/06;2
2018/July/07;3
2018/July/10;1
2018/July/12;1
2018/July/15;1
2018/July/16;1
2018/July/17;1
2018/July/18;1
2018/July/21;1
2018/July/22;1
2018/July/25;1
2018/July/31;3
2018/June/04;2
2018/June/05;1
2018/June/06;2
2018/June/12;1
2018/June/14;1
2018/June/15;1
2018/June/16;1
2018/June/17;1
2018/June/18;3
2018/June/22;1
2018/June/24;1
2018/June/25;1
2018/March/01;2
2018/March/02;3
2018/March/04;1
2018/March/07;1
2018/March/10;1
2018/March/11;2
2018/March/12;2
2018/March/13;2
2018/March/16;1
2018/March/17;1
2018/March/18;1
2018/March/19;1
2018/March/25;1
2018/March/26;2
2018/March/28;1
2018/March/29;1
2018/March/30;1
2018/March/31;1
2018/May/01;1
2018/May/04;1
2018/May/05;1
2018/May/06;2
2018/May/07;1
2018/May/09;1
2018/May/13;1
2018/May/15;2
2018/May/20;1
2018/May/24;2
2018/May/27;2
2018/May/30;1
2018/November/01;1
2018/November/03;1
2018/November/17;1
2018/November/20;2
2018/November/22;1
2018/November/23;1
2018/November/24;2
2018/November/26;1
2018/November/29;1
2018/October/01;2
2018/October/03;1
2018/October/04;1
2018/October/05;1
2018/October/07;1
2018/October/08;1
2018/October/09;2
2018/October/10;3
2018/October/11;1
2018/October/15;1
2018/October/16;1
2018/October/17;1
2018/October/20;2
2018/October/21;1
2018/October/25;1
2018/October/26;1
2018/October/27;2
2018/October/31;1
2018/September/01;3
2018/September/03;1
2018/September/09;1
2018/September/11;3
2018/September/13;1
2018/September/14;2
2018/September/16;1
2018/September/17;1
2018/September/19;1
2018/September/22;1
2018/September/24;1
2018/September/27;1
2018/September/28;1
2018/September/30;1
2019/April/02;1
2019/April/05;1
2019/April/07;1
2019/April/09;1
2019/April/10;1
2019/April/13;1
2019/April/16;1
2019/April/18;2
2019/April/29;3
2019/August/01;2
2019/August/02;2
2019/August/03;1
2019/August/06;1
2019/August/07;1
2019/August/12;1
2019/August/13;1
2019/August/14;1
2019/August/16;1
2019/August/19;1
2019/August/20;2
2019/August/23;1
2019/August/27;1
2019/August/30;1
2019/December/02;2
2019/December/08;1
2019/December/15;1
2019/December/17;1
2019/December/19;1
2019/December/23;2
2019/December/26;1
2019/December/27;1
2019/December/28;2
2019/December/29;2
2019/February/03;2
2019/February/05;1
2019/February/08;1
2019/February/09;1
2019/February/14;1
2019/February/17;1
2019/February/24;1
2019/February/25;1
2019/February/26;1
2019/February/28;1
2019/January/01;1
2019/January/03;1
2019/January/06;1
2019/January/07;1
2019/January/10;1
2019/January/12;2
2019/January/13;1
2019/January/15;1
2019/January/17;2
2019/January/22;1
2019/January/28;2
2019/January/29;1
2019/January/31;2
2019/July/02;2
2019/July/06;1
2019/July/07;1
2019/July/08;2
2019/July/09;1
2019/July/10;1
2019/July/12;1
2019/July/13;1
2019/July/16;1
2019/July/19;1
2019/July/20;2
2019/July/25;1
2019/July/27;1
2019/July/30;1
2019/June/03;2
2019/June/04;1
2019/June/05;1
2019/June/24;1
2019/June/25;1
2019/June/30;1
2019/March/01;1
2019/March/07;1
2019/March/09;1
2019/March/11;1
2019/March/12;2
2019/March/13;1
2019/March/15;1
2019/March/16;3
2019/March/20;1
2019/March/22;1
2019/March/25;1
2019/March/28;2
2019/May/03;1
2019/May/07;1
2019/May/08;1
2019/May/10;1
2019/May/11;1
2019/May/12;1
2019/May/16;1
2019/May/17;1
2019/May/18;1
2019/May/19;1
2019/May/20;1
2019/May/22;1
2019/May/23;2
2019/May/24;3
2019/May/30;1
2019/November/02;2
2019/November/07;2
2019/November/08;1
2019/November/09;1
2019/November/14;1
2019/November/17;1
2019/November/19;1
2019/November/21;1
2019/November/23;1
2019/November/30;1
2019/October/04;1
2019/October/05;1
2019/October/06;1
2019/October/07;2
2019/October/08;1
2019/October/11;1
2019/October/15;2
2019/October/19;2
2019/October/21;1
2019/October/23;1
2019/September/02;1
2019/September/03;2
2019/September/04;1
2019/September/07;1
2019/September/11;1
2019/September/12;1
2019/September/15;1
2019/September/16;1
2019/September/17;1
2019/September/25;1
2019/September/28;1
2019/September/29;1
2020/April/01;1
2020/April/03;1
2020/April/07;1
2020/April/08;1
2020/April/09;3
2020/April/10;1
2020/April/11;1
2020/April/16;1
2020/April/17;1
2020/April/18;1
2020/April/19;1
2020/April/23;1
2020/April/27;1
2020/August/02;1
2020/August/04;1
2020/August/06;1
2020/August/10;1
2020/August/11;2
2020/August/12;1
2020/August/14;1
2020/August/15;2
2020/August/17;2
2020/August/24;2
2020/August/27;1
2020/August/28;1
2020/December/04;1
2020/December/06;1
2020/December/07;1
2020/December/10;2
2020/December/11;1
2020/December/12;1
2020/December/14;1
2020/December/15;1
2020/December/18;1
2020/December/20;1
2020/December/23;1
2020/December/25;1
2020/December/26;1
2020/February/01;2
2020/February/02;1
2020/February/04;1
2020/February/08;2
2020/February/12;1
2020/February/13;1
2020/February/14;1
2020/February/16;2
2020/February/19;1
2020/February/21;1
2020/February/25;1
2020/February/27;1
2020/January/03;1
2020/January/06;1
2020/January/07;1
2020/January/09;1
2020/January/10;1
2020/January/11;1
2020/January/12;1
2020/January/15;1
2020/January/17;1
2020/January/21;1
2020/January/24;2
2020/January/27;1
2020/January/28;1
2020/January/29;1
2020/January/31;1
2020/July/01;1
2020/July/04;1
2020/July/08;1
2020/July/13;1
2020/July/15;1
2020/July/19;2
2020/July/22;2
2020/July/24;1
2020/July/25;1
2020/July/27;1
2020/July/31;1
2020/June/08;1
2020/June/09;1
2020/June/10;1
2020/June/11;1
2020/June/12;2
2020/June/13;1
2020/June/14;1
2020/June/17;1
2020/June/18;2
2020/June/20;1
2020/June/21;1
2020/June/23;1
2020/June/24;1
2020/June/29;1
2020/June/30;1
2020/March/05;1
2020/March/06;1
2020/March/08;2
2020/March/12;1
2020/March/13;1
2020/March/14;1
2020/March/19;2
2020/March/20;1
2020/March/24;1
2020/March/26;2
2020/March/29;2
2020/March/31;1
2020/May/01;2
2020/May/03;1
2020/May/04;1
2020/May/09;1
2020/May/12;2
2020/May/17;1
2020/May/27;1
2020/May/31;1
2020/November/01;1
2020/November/04;2
2020/November/11;1
2020/November/12;2
2020/November/13;1
2020/November/15;1
2020/November/20;1
2020/November/21;1
2020/November/24;1
2020/October/01;2
2020/October/04;1
2020/October/09;2
2020/October/10;1
2020/October/14;2
2020/October/15;1
2020/October/18;1
2020/October/20;2
2020/October/21;1
2020/October/26;1
2020/September/01;1
2020/September/07;1
2020/September/09;1
2020/September/10;1
2020/September/12;1
2020/September/13;1
2020/September/14;1
2020/September/16;1
2020/September/23;1
2020/September/24;1
2020/September/26;1
2020/September/28;1
2021/April/01;2
2021/April/02;1
2021/April/03;1
2021/April/04;2
2021/April/06;1
2021/April/07;1
2021/April/08;2
2021/April/13;1
2021/April/15;2
2021/April/16;1
2021/April/19;1
2021/April/20;1
2021/April/22;1
2021/April/23;1
2021/April/28;1
2021/April/30;1
2021/August/02;1
2021/August/05;2
2021/August/06;2
2021/August/09;1
2021/August/12;1
2021/August/13;3
2021/August/26;1
2021/August/27;1
2021/December/03;1
2021/December/06;1
2021/December/10;1
2021/December/11;1
2021/December/13;2
2021/December/16;1
2021/December/18;1
2021/December/23;1
2021/December/27;1
2021/December/28;1
2021/February/07;1
2021/February/09;1
2021/February/12;2
2021/February/16;1
2021/February/19;1
2021/February/20;2
2021/February/21;1
2021/February/22;1
2021/February/27;1
2021/January/01;1
2021/January/07;1
2021/January/09;1
2021/January/11;2
2021/January/13;1
2021/January/14;1
2021/January/15;1
2021/January/16;1
2021/January/19;1
2021/January/20;1
2021/January/21;1
2021/January/23;3
2021/January/24;1
2021/January/26;1
2021/January/27;1
2021/January/28;2
2021/January/29;1
2021/July/05;1
2021/July/08;1
2021/July/09;1
2021/July/11;2
2021/July/15;2
2021/July/17;1
2021/June/04;1
2021/June/05;1
2021/June/12;2
2021/June/13;1
2021/June/16;1
2021/June/25;1
2021/June/27;1
2021/March/05;2
2021/March/06;2
2021/March/09;1
2021/March/11;1
2021/March/14;2
2021/March/17;1
2021/March/19;2
2021/March/26;2
2021/May/03;1
2021/May/04;1
2021/May/10;1
2021/May/13;1
2021/May/14;1
2021/May/16;1
2021/May/24;1
2021/May/26;1
2021/May/27;1
2021/May/29;1
2021/May/30;1
2021/November/01;2
2021/November/05;2
2021/November/06;1
2021/November/07;1
2021/November/08;1
2021/November/11;1
2021/November/15;2
2021/November/23;1
2021/October/11;1
2021/October/12;2
2021/October/14;1
2021/October/19;2
2021/October/22;1
2021/October/24;1
2021/October/25;1
2021/October/26;2
2021/October/29;2
2021/September/01;1
2021/September/07;1
2021/September/09;1
2021/September/10;1
2021/September/13;2
2021/September/15;1
2021/September/23;1
2021/September/30;3
2022/April/03;1
2022/April/04;1
2022/April/08;1
2022/April/12;1
2022/April/14;1
2022/April/16;1
2022/April/17;1
2022/April/19;1
2022/April/21;1
2022/April/22;1
2022/April/25;1
2022/April/29;1
2022/August/01;1
2022/August/04;1
2022/August/06;1
2022/August/08;2
2022/August/12;1
2022/August/13;2
2022/August/24;1
2022/August/27;2
2022/August/29;1
2022/August/30;1
2022/August/31;2
2022/February/05;2
2022/February/07;1
2022/February/12;1
2022/February/18;1
2022/February/20;1
2022/February/21;1
2022/February/22;1
2022/February/25;2
2022/February/26;1
2022/January/01;1
2022/January/02;1
2022/January/06;1
2022/January/09;1
2022/January/11;1
2022/January/13;1
2022/January/14;1
2022/January/16;2
2022/January/17;1
2022/January/18;1
2022/January/21;1
2022/January/23;1
2022/January/25;1
2022/January/31;3
2022/July/02;2
2022/July/06;1
2022/July/08;1
2022/July/10;1
2022/July/11;1
2022/July/13;1
2022/July/19;1
2022/July/20;1
2022/July/22;1
2022/July/25;1
2022/July/27;2
2022/July/28;1
2022/July/29;1
2022/July/30;1
2022/June/03;1
2022/June/13;1
2022/June/14;1
2022/June/16;1
2022/June/18;1
2022/June/20;2
2022/June/21;1
2022/June/25;1
2022/March/04;1
2022/March/06;1
2022/March/07;2
2022/March/08;2
2022/March/09;2
2022/March/11;1
2022/March/12;1
2022/March/18;1
2022/March/19;2
2022/March/20;1
2022/March/27;1
2022/March/29;2
2022/March/30;1
2022/March/31;1
2022/May/05;1
2022/May/06;1
2022/May/09;1
2022/May/11;2
2022/May/12;1
2022/May/15;1
2022/May/17;1
2022/May/18;2
2022/May/20;1
2022/May/22;1
2022/May/28;1
2022/November/02;1
2022/November/09;1
2022/October/01;1
2022/October/02;1
2022/October/04;1
2022/October/05;1
2022/October/08;1
2022/October/09;1
2022/October/11;2
2022/October/15;1
2022/October/16;1
2022/October/30;1
2022/September/04;2
2022/September/07;2
2022/September/10;1
2022/September/14;1
2022/September/20;1
2022/September/27;2
2022/September/28;3
2022/September/30;2
